additional_information,ESGBERT/EnvRoBERTa-environmental_label,climatebert/environmental-claims_label,climatebert/renewable_label,all,relevant_for_the_environment,reason,id,year,reporting_party,recipient_country_region_project_programme,recipient,recipient_continent_or_region,assigned_geography,usd,euro,corrected_usd,status,funding_source,type_of_support,financial_instrument,sector,africa,latin_america_the_caribbean,north_america,middle_east,mediterranean,asia,europe,oceania,global,multicontinent_or_global,continent_unspecified
"Italian contribution to UNODC for implementing the Resolution 8/10 about the """"Measurement of the Corruption"""". The project aimes at the organization of talks among experts for updating new methods for the objective measurement of corruption.",0,0,0,0,no,"The project involves organizing talks among experts to update new methods for measuring corruption. There is no mention of any environmental benefits or negative impacts, so it is unrelated to the environment. ",9003,2020,italy,"Developing countries, unspecified / Italian contribution to UNODC for implementing the Resolution 8/10 about the """"Measurement of Corruption"""".",,"developing countries, unspecified",continent_unspecified,4568.0,4000.0,4568.0,Committed,Oda,mitigation,Grant,Cross-cutting,False,False,False,False,False,False,False,False,False,False,True
"Building organisational capacities of partners of Diakonie Austria  on the following topics: Gender equality, Gender and disability,  Economic empowerment of women with disabilities, Measures for engagement of men on gender equality",0,0,0,0,no,"The project aims to promote gender equality and economic empowerment of women with disabilities, as well as engagement of men on gender equality. No direct environmental focus is mentioned.",9005,2020,italy,"Developing countries, unspecified / GADIP Capacity building for Gender and Disability in Practice",,"developing countries, unspecified",continent_unspecified,9136.0,8000.0,9136.0,Committed,Oda,cross-cutting,Grant,Cross-cutting,False,False,False,False,False,False,False,False,False,False,True
United Nations Office on Drugs and Crime - The project aims at preventing and countering illicit manufacturing of and trafficking in firearms and their links to transnational organized crime and terrorism,0,0,0,0,no,"The project focuses on combating crime and terrorism, it doesn't have a direct impact on the environment",9006,2020,italy,"Developing countries, unspecified / Italian contribution to the Global Firearms Programme  ",,"developing countries, global, unspecified",multicontinent_or_global,9136.0,8000.0,9136.0,Committed,Oda,mitigation,Grant,Cross-cutting,False,False,False,False,False,False,False,False,True,True,False
"EU-ACT aims at building capacities to increase regional and trans-regional law enforcement cooperation and coordination in the fight against organized crime and trafficking activities long the heroin route, as well as supporting the development of drugs policy and drug demand reduction activities",0,0,0,0,no,"Project focuses on law enforcement and drugs policy, not an environmental project",9015,2020,italy,"Developing countries, unspecified / EU Action against Drugs and Organised Crime",,"developing countries, unspecified",continent_unspecified,32975.94,28875.6,32975.94,Committed,Oda,mitigation,Grant,Cross-cutting,False,False,False,False,False,False,False,False,False,False,True
Participation and coordination of the Scholars at Risk network - Italy Chapter,0,0,0,0,no,"The project involves coordinating an academic network, with no direct impact on the environment or natural resources.",9017,2020,italy,"Developing countries, unspecified / SCHOLARS AT RISK (participation to the Network)",,"developing countries, unspecified",continent_unspecified,37000.8,32400.0,37000.8,Committed,Oda,mitigation,Grant,Cross-cutting,False,False,False,False,False,False,False,False,False,False,True
"In the wider context of the fight against terrorism, this project specifically targets building the capacity of the intelligence and police services as well as other professionals from the legal system during the criminal prosecution of individuals",0,0,0,0,no,Project focuses on strengthening law enforcement and legal system in the context of fighting terrorism,9018,2020,italy,"Developing countries, unspecified / Regional Law Enforcement in the Greater Horn of Africa and Yemen",yemen,,asia,42573.76,37280.0,42573.76,Committed,Oda,mitigation,Grant,Cross-cutting,False,False,False,False,False,True,False,False,False,False,False
improving LRRD response and resilience capacities of local communiites athrough the deployment of EU Aid Volunteers,0,0,0,0,no,"Project aims to improve disaster response and resilience, no direct environmental focus",9019,2020,italy,"Developing countries, unspecified / EUAV14 - EACEA 2018-2364/001-001 DPL",,"developing countries, unspecified",continent_unspecified,43538.68,38124.94,43538.68,Committed,Oda,cross-cutting,Grant,Cross-cutting,False,False,False,False,False,False,False,False,False,False,True
The project aims at increasing the number of women involved in peacemaking efforts in the Mediterranean area and facilitating the appointment of women mediators at local and international level. The project is embedded in the framework of the National Action Plan (2016-2019) for the UNSC Resolution 1325.,0,0,0,0,no,"The project aims to promote gender equality and peace in the Mediterranean region, it does not involve environmental or green investment components",9020,2020,italy,"Developing countries, unspecified / Italian Contribution to IAI project """"Mediterranean Netwok Women Mediators (MNWM)"""" - 4th phase",,"mediterranean, developing countries, unspecified",continent_unspecified,44359.96,38844.1,44359.96,Committed,Oda,mitigation,Grant,Cross-cutting,False,False,False,False,True,False,False,False,False,False,True
This project aims at supporting the operationalization of the EU-MENA/LAS strategic dialogue on counterterrorism and regional cooperation,0,0,0,0,no,The project does not involve any environmental initiatives or actions.,9026,2020,italy,"Developing countries, unspecified / Counter Terrorism in the Middle East and North Africa",,"unspecified, developing countries, middle east, africa",africa,48912.77,42830.8,48912.77,Committed,Oda,mitigation,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
"Ending Child Marriage and Rewriting the Future of Adolescent Girls. Child marriage, defined as a formal marriage or informal union before age 18, is a global issue impacting the lives of millions of girls each year and hindering progress towards development the world over. Globally, more than 700 million girls and women alive today were married as children. More than one in three of these (about 250 million) entered into union before age 15",0,0,0,0,no,"The project aims to end child marriage, which is not directly related to the environment.",9037,2020,italy,"Developing countries, unspecified / UNICEF-UNFPA ECM Voluntary Contribution 2020",,"developing countries, unspecified",continent_unspecified,228400.0,200000.0,228400.0,Committed,Oda,mitigation,Grant,Cross-cutting,False,False,False,False,False,False,False,False,False,False,True
UN - United Nations - Italian contribution to the International Residual Mechanism for Criminal Tribunals (IRMCT),0,0,0,0,no,"The project is a financial contribution to a UN mechanism, not an environmental project",9051,2020,italy,"Developing countries, unspecified / Italian contribution to the International Residual Mechanism for Criminal Tribunals (IRMCT)",,"developing countries, unspecified",continent_unspecified,1074515.69,940906.91,1074515.69,Committed,Oda,mitigation,Grant,Cross-cutting,False,False,False,False,False,False,False,False,False,False,True
Fees exemption (  1 student),0,0,0,0,no,Project description does not mention any environmental aspect,9065,2020,italy,Ecuador / Fees exemption ,ecuador,,latin america and the caribbean,382.57,335.0,382.57,Committed,Oda,adaptation,Grant,Cross-cutting,False,True,False,False,False,False,False,False,False,False,False
